Geography,Gender,AgeGroup,BalanceRange,CardType,IsActiveMember,Complain,SatisfactionScore,Exited
Spain,Female,31-40,0–50K,GOLD,Active,No Complaint,4,Stayed
Germany,Female,41-50,50K–100K,PLATINUM,Inactive,No Complaint,1,Stayed
Germany,Female,31-40,100K–150K,DIAMOND,Active,No Complaint,5,Stayed
Germany,Male,31-40,0–50K,DIAMOND,Active,No Complaint,3,Stayed
France,Female,18-30,150K+,SILVER,Inactive,No Complaint,1,Stayed
Spain,Male,41-50,100K–150K,SILVER,Active,No Complaint,3,Stayed
Germany,Female,60+,100K–150K,PLATINUM,Active,No Complaint,2,Stayed
Germany,Male,31-40,100K–150K,DIAMOND,Active,No Complaint,2,Stayed
Germany,Male,31-40,100K–150K,DIAMOND,Active,No Complaint,2,Stayed
Germany,Male,31-40,50K–100K,GOLD,Active,No Complaint,2,Stayed
France,Female,31-40,0–50K,GOLD,Active,No Complaint,3,Stayed
Germany,Male,41-50,100K–150K,GOLD,Active,Complaint,2,Churned
Spain,Male,31-40,150K+,GOLD,Inactive,No Complaint,4,Stayed
Spain,Female,18-30,0–50K,DIAMOND,Inactive,No Complaint,2,Stayed
Spain,Female,31-40,0–50K,GOLD,Inactive,Complaint,2,Churned
France,Female,41-50,0–50K,SILVER,Active,No Complaint,5,Stayed
France,Male,31-40,100K–150K,DIAMOND,Inactive,No Complaint,2,Stayed
Germany,Female,18-30,50K–100K,GOLD,Active,No Complaint,5,Stayed
Germany,Male,18-30,100K–150K,DIAMOND,Inactive,No Complaint,3,Stayed
Germany,Male,41-50,100K–150K,PLATINUM,Inactive,No Complaint,3,Stayed
France,Female,60+,0–50K,DIAMOND,Active,No Complaint,3,Stayed
Spain,Male,41-50,0–50K,DIAMOND,Inactive,No Complaint,4,Stayed
Spain,Male,60+,0–50K,GOLD,Active,No Complaint,4,Stayed
Spain,Female,41-50,0–50K,PLATINUM,Active,No Complaint,1,Stayed
France,Female,18-30,150K+,PLATINUM,Inactive,No Complaint,2,Stayed
Germany,Female,18-30,100K–150K,SILVER,Active,No Complaint,3,Stayed
Germany,Male,31-40,150K+,SILVER,Active,No Complaint,3,Stayed
Spain,Male,41-50,100K–150K,GOLD,Inactive,Complaint,4,Churned
Spain,Male,31-40,0–50K,GOLD,Inactive,Complaint,3,Churned
Spain,Female,18-30,50K–100K,DIAMOND,Active,No Complaint,2,Stayed
Germany,Female,31-40,100K–150K,PLATINUM,Active,No Complaint,3,Stayed
France,Male,31-40,50K–100K,SILVER,Active,No Complaint,5,Stayed
Germany,Male,31-40,150K+,SILVER,Inactive,No Complaint,2,Stayed
France,Female,31-40,0–50K,GOLD,Active,No Complaint,2,Stayed
France,Female,60+,100K–150K,DIAMOND,Inactive,Complaint,2,Churned
France,Male,51-60,50K–100K,DIAMOND,Inactive,No Complaint,2,Stayed
Germany,Female,31-40,100K–150K,SILVER,Active,No Complaint,5,Stayed
Spain,Male,51-60,0–50K,SILVER,Active,No Complaint,5,Stayed
Spain,Male,31-40,50K–100K,GOLD,Active,No Complaint,4,Stayed
France,Male,18-30,0–50K,SILVER,Active,No Complaint,2,Stayed
France,Male,31-40,0–50K,DIAMOND,Inactive,No Complaint,1,Stayed
Spain,Female,41-50,100K–150K,GOLD,Inactive,Complaint,5,Churned
Spain,Female,31-40,0–50K,SILVER,Inactive,No Complaint,4,Stayed
Germany,Male,31-40,150K+,SILVER,Active,No Complaint,2,Stayed
Germany,Female,41-50,100K–150K,DIAMOND,Inactive,No Complaint,5,Stayed
Spain,Male,18-30,0–50K,SILVER,Inactive,No Complaint,2,Stayed
France,Male,31-40,0–50K,PLATINUM,Active,No Complaint,2,Stayed
Spain,Female,31-40,100K–150K,GOLD,Active,No Complaint,5,Stayed
Germany,Female,41-50,150K+,GOLD,Active,Complaint,3,Churned
Spain,Male,31-40,0–50K,DIAMOND,Inactive,No Complaint,2,Stayed
Spain,Male,18-30,0–50K,PLATINUM,Inactive,No Complaint,4,Stayed
Germany,Female,60+,100K–150K,DIAMOND,Inactive,Complaint,2,Churned
France,Female,31-40,50K–100K,DIAMOND,Active,No Complaint,1,Stayed
France,Female,41-50,0–50K,DIAMOND,Inactive,No Complaint,4,Stayed
France,Female,18-30,0–50K,DIAMOND,Inactive,No Complaint,1,Stayed
Germany,Female,51-60,100K–150K,DIAMOND,Inactive,Complaint,3,Churned
France,Female,31-40,0–50K,SILVER,Inactive,No Complaint,2,Stayed
Germany,Male,31-40,100K–150K,GOLD,Inactive,Complaint,2,Churned
France,Female,31-40,0–50K,DIAMOND,Inactive,No Complaint,1,Stayed
France,Male,31-40,0–50K,PLATINUM,Inactive,No Complaint,3,Stayed
France,Male,18-30,150K+,GOLD,Inactive,No Complaint,5,Stayed
Germany,Male,31-40,100K–150K,GOLD,Inactive,No Complaint,5,Stayed
France,Male,41-50,50K–100K,DIAMOND,Active,No Complaint,2,Stayed
Germany,Female,31-40,50K–100K,PLATINUM,Inactive,No Complaint,4,Stayed
Germany,Male,31-40,50K–100K,SILVER,Inactive,Complaint,2,Churned
Germany,Male,51-60,100K–150K,PLATINUM,Active,Complaint,5,Churned
Germany,Male,41-50,100K–150K,DIAMOND,Active,No Complaint,4,Stayed
Germany,Female,31-40,100K–150K,DIAMOND,Inactive,No Complaint,5,Stayed
Germany,Female,31-40,100K–150K,GOLD,Inactive,Complaint,5,Churned
France,Male,31-40,0–50K,PLATINUM,Inactive,No Complaint,4,Stayed
France,Female,51-60,50K–100K,SILVER,Active,No Complaint,5,Stayed
Germany,Female,18-30,50K–100K,DIAMOND,Inactive,No Complaint,4,Stayed
France,Male,31-40,100K–150K,GOLD,Inactive,No Complaint,1,Stayed
France,Female,31-40,150K+,SILVER,Inactive,No Complaint,3,Stayed
Germany,Female,41-50,50K–100K,SILVER,Active,No Complaint,3,Stayed
France,Female,31-40,0–50K,SILVER,Inactive,No Complaint,5,Stayed
France,Female,31-40,0–50K,DIAMOND,Inactive,No Complaint,1,Stayed
France,Female,31-40,100K–150K,SILVER,Active,No Complaint,3,Stayed
France,Male,41-50,100K–150K,DIAMOND,Active,No Complaint,3,Stayed
Spain,Male,41-50,100K–150K,DIAMOND,Inactive,Complaint,2,Churned
France,Female,18-30,50K–100K,GOLD,Active,No Complaint,3,Stayed
France,Male,31-40,0–50K,GOLD,Inactive,No Complaint,4,Stayed
France,Male,31-40,100K–150K,DIAMOND,Active,No Complaint,3,Stayed
France,Female,31-40,50K–100K,PLATINUM,Inactive,Complaint,5,Churned
Spain,Female,41-50,100K–150K,GOLD,Inactive,No Complaint,2,Stayed
Germany,Female,31-40,150K+,GOLD,Inactive,No Complaint,5,Stayed
France,Male,31-40,0–50K,GOLD,Active,No Complaint,2,Stayed
Spain,Male,31-40,100K–150K,GOLD,Inactive,No Complaint,3,Stayed
Spain,Female,41-50,100K–150K,PLATINUM,Inactive,No Complaint,4,Stayed
France,Female,31-40,100K–150K,SILVER,Active,No Complaint,4,Stayed
France,Male,31-40,0–50K,GOLD,Inactive,No Complaint,4,Stayed
France,Male,31-40,0–50K,SILVER,Active,No Complaint,1,Stayed
France,Male,31-40,0–50K,DIAMOND,Inactive,No Complaint,4,Stayed
Germany,Male,41-50,50K–100K,GOLD,Active,Complaint,4,Churned
Spain,Male,31-40,0–50K,DIAMOND,Active,No Complaint,1,Stayed
Germany,Male,18-30,100K–150K,GOLD,Active,No Complaint,3,Stayed
France,Male,31-40,0–50K,SILVER,Inactive,No Complaint,1,Stayed
Spain,Female,18-30,100K–150K,DIAMOND,Inactive,No Complaint,3,Stayed
France,Female,31-40,100K–150K,DIAMOND,Active,Complaint,1,Churned
Spain,Male,18-30,0–50K,SILVER,Active,No Complaint,3,Stayed
France,Male,31-40,50K–100K,GOLD,Inactive,No Complaint,3,Stayed
Spain,Female,31-40,0–50K,DIAMOND,Active,No Complaint,4,Stayed
Germany,Female,31-40,100K–150K,GOLD,Inactive,Complaint,4,Churned
France,Male,31-40,0–50K,GOLD,Inactive,No Complaint,2,Stayed
France,Male,31-40,0–50K,GOLD,Active,No Complaint,1,Stayed
Spain,Male,18-30,100K–150K,PLATINUM,Active,No Complaint,5,Stayed
France,Male,31-40,100K–150K,DIAMOND,Inactive,Complaint,3,Churned
France,Male,18-30,50K–100K,DIAMOND,Inactive,No Complaint,1,Stayed
France,Male,18-30,0–50K,SILVER,Inactive,No Complaint,2,Stayed
France,Female,31-40,0–50K,GOLD,Inactive,No Complaint,2,Stayed
Germany,Male,41-50,100K–150K,SILVER,Inactive,Complaint,2,Churned
Germany,Female,31-40,100K–150K,SILVER,Active,No Complaint,2,Stayed
France,Female,31-40,100K–150K,DIAMOND,Inactive,No Complaint,2,Stayed
France,Male,31-40,0–50K,SILVER,Active,No Complaint,5,Stayed
France,Male,18-30,50K–100K,GOLD,Active,No Complaint,2,Stayed
Spain,Male,31-40,150K+,DIAMOND,Active,No Complaint,3,Stayed
France,Female,18-30,0–50K,PLATINUM,Inactive,No Complaint,1,Stayed
France,Male,31-40,0–50K,SILVER,Inactive,No Complaint,4,Stayed
Germany,Male,31-40,100K–150K,GOLD,Inactive,No Complaint,1,Stayed
Spain,Male,60+,0–50K,DIAMOND,Inactive,Complaint,4,Churned
France,Female,31-40,150K+,GOLD,Active,No Complaint,4,Stayed
France,Male,31-40,0–50K,PLATINUM,Inactive,No Complaint,2,Stayed
France,Male,31-40,100K–150K,PLATINUM,Active,Complaint,2,Churned
France,Male,18-30,0–50K,DIAMOND,Active,No Complaint,4,Stayed
Germany,Female,51-60,150K+,GOLD,Active,No Complaint,1,Stayed
Spain,Male,18-30,50K–100K,PLATINUM,Active,No Complaint,2,Stayed
France,Female,41-50,150K+,DIAMOND,Active,No Complaint,4,Stayed
France,Female,31-40,50K–100K,GOLD,Active,No Complaint,4,Stayed
France,Female,41-50,0–50K,SILVER,Inactive,Complaint,2,Churned
France,Female,31-40,150K+,PLATINUM,Inactive,Complaint,5,Churned
Germany,Male,31-40,50K–100K,DIAMOND,Active,No Complaint,3,Stayed
France,Female,31-40,150K+,SILVER,Inactive,No Complaint,5,Stayed
France,Male,31-40,50K–100K,SILVER,Active,No Complaint,1,Stayed
Germany,Male,18-30,100K–150K,SILVER,Active,No Complaint,5,Stayed
France,Female,51-60,0–50K,DIAMOND,Active,Complaint,2,Churned
Spain,Male,31-40,0–50K,DIAMOND,Active,No Complaint,4,Stayed
France,Male,51-60,0–50K,PLATINUM,Active,No Complaint,3,Stayed
France,Male,51-60,50K–100K,GOLD,Inactive,Complaint,5,Churned
Spain,Male,41-50,50K–100K,SILVER,Active,No Complaint,4,Stayed
Spain,Female,41-50,0–50K,PLATINUM,Inactive,No Complaint,5,Stayed
France,Male,31-40,0–50K,PLATINUM,Inactive,No Complaint,2,Stayed
Germany,Male,18-30,100K–150K,DIAMOND,Inactive,No Complaint,1,Stayed
Germany,Female,31-40,100K–150K,PLATINUM,Inactive,No Complaint,1,Stayed
France,Male,18-30,0–50K,DIAMOND,Active,No Complaint,3,Stayed
Spain,Female,31-40,0–50K,GOLD,Active,No Complaint,4,Stayed
Germany,Female,31-40,50K–100K,GOLD,Active,No Complaint,5,Stayed
Germany,Female,31-40,50K–100K,SILVER,Inactive,No Complaint,5,Stayed
Spain,Male,31-40,0–50K,PLATINUM,Inactive,No Complaint,1,Stayed
France,Male,31-40,100K–150K,DIAMOND,Active,No Complaint,4,Stayed
France,Female,51-60,100K–150K,PLATINUM,Active,Complaint,1,Churned
Spain,Male,31-40,0–50K,SILVER,Inactive,No Complaint,1,Stayed
France,Female,51-60,0–50K,PLATINUM,Active,Complaint,3,Churned
Germany,Male,31-40,100K–150K,GOLD,Inactive,No Complaint,1,Stayed
France,Male,41-50,100K–150K,GOLD,Active,Complaint,1,Churned
France,Male,51-60,50K–100K,GOLD,Active,No Complaint,2,Stayed
France,Female,31-40,150K+,PLATINUM,Inactive,Complaint,2,Churned
France,Male,51-60,100K–150K,SILVER,Active,No Complaint,3,Stayed
Spain,Male,31-40,50K–100K,PLATINUM,Active,No Complaint,3,Stayed
Germany,Male,31-40,100K–150K,DIAMOND,Active,No Complaint,4,Stayed
France,Male,41-50,100K–150K,PLATINUM,Inactive,No Complaint,5,Stayed
France,Female,31-40,0–50K,DIAMOND,Active,No Complaint,3,Stayed
France,Male,41-50,0–50K,SILVER,Active,No Complaint,2,Stayed
France,Male,18-30,0–50K,SILVER,Inactive,No Complaint,2,Stayed
Germany,Female,41-50,150K+,GOLD,Inactive,Complaint,5,Churned
France,Male,18-30,50K–100K,DIAMOND,Active,No Complaint,5,Stayed
Spain,Female,51-60,100K–150K,SILVER,Active,No Complaint,3,Stayed
Spain,Female,18-30,100K–150K,DIAMOND,Active,No Complaint,4,Stayed
France,Male,31-40,50K–100K,GOLD,Active,No Complaint,2,Stayed
Spain,Male,31-40,50K–100K,GOLD,Inactive,No Complaint,4,Stayed
France,Female,31-40,100K–150K,GOLD,Inactive,No Complaint,1,Stayed
France,Male,51-60,0–50K,DIAMOND,Inactive,Complaint,4,Churned
Germany,Male,31-40,100K–150K,PLATINUM,Inactive,No Complaint,3,Stayed
Spain,Male,31-40,0–50K,SILVER,Inactive,No Complaint,3,Stayed
Germany,Female,60+,100K–150K,GOLD,Active,Complaint,3,Churned
Germany,Female,18-30,100K–150K,PLATINUM,Inactive,Complaint,1,Churned
France,Male,31-40,150K+,DIAMOND,Active,No Complaint,3,Stayed
France,Male,18-30,0–50K,PLATINUM,Active,No Complaint,3,Stayed
France,Female,41-50,50K–100K,SILVER,Active,No Complaint,5,Stayed
Spain,Male,51-60,150K+,PLATINUM,Inactive,Complaint,2,Churned
France,Female,41-50,0–50K,SILVER,Active,Complaint,5,Churned
Spain,Female,41-50,100K–150K,DIAMOND,Inactive,No Complaint,5,Stayed
France,Male,31-40,0–50K,DIAMOND,Inactive,No Complaint,3,Stayed
Germany,Female,18-30,100K–150K,SILVER,Inactive,No Complaint,4,Stayed
France,Male,41-50,100K–150K,GOLD,Active,No Complaint,3,Stayed
France,Male,18-30,0–50K,GOLD,Active,No Complaint,3,Stayed
Germany,Female,31-40,50K–100K,SILVER,Inactive,No Complaint,5,Stayed
Germany,Male,41-50,100K–150K,GOLD,Active,Complaint,4,Churned
Spain,Female,18-30,100K–150K,DIAMOND,Inactive,No Complaint,3,Stayed
France,Male,31-40,0–50K,SILVER,Inactive,No Complaint,4,Stayed
Germany,Male,31-40,100K–150K,SILVER,Inactive,No Complaint,5,Stayed
Spain,Female,51-60,150K+,SILVER,Active,Complaint,1,Churned
Germany,Male,31-40,100K–150K,SILVER,Inactive,No Complaint,5,Stayed
Germany,Male,41-50,50K–100K,SILVER,Inactive,Complaint,1,Churned
Spain,Male,51-60,0–50K,GOLD,Active,No Complaint,3,Stayed
Spain,Female,60+,0–50K,DIAMOND,Active,No Complaint,1,Stayed
Germany,Female,18-30,100K–150K,DIAMOND,Active,No Complaint,2,Stayed
Spain,Male,60+,150K+,DIAMOND,Active,No Complaint,5,Stayed
Spain,Male,31-40,150K+,GOLD,Active,No Complaint,5,Stayed
France,Female,41-50,0–50K,DIAMOND,Inactive,Complaint,2,Churned
Spain,Female,31-40,100K–150K,SILVER,Active,No Complaint,3,Stayed
France,Male,31-40,0–50K,GOLD,Active,No Complaint,1,Stayed
Spain,Female,51-60,0–50K,SILVER,Inactive,Complaint,3,Churned
Spain,Female,60+,100K–150K,PLATINUM,Active,No Complaint,1,Stayed
Germany,Male,31-40,100K–150K,PLATINUM,Active,No Complaint,2,Stayed
France,Male,31-40,0–50K,GOLD,Active,No Complaint,5,Stayed
France,Male,41-50,100K–150K,GOLD,Active,No Complaint,1,Stayed
France,Male,41-50,0–50K,SILVER,Inactive,Complaint,3,Churned
France,Male,31-40,50K–100K,SILVER,Inactive,No Complaint,4,Stayed
Spain,Female,41-50,0–50K,GOLD,Active,Complaint,2,Churned
Spain,Male,31-40,100K–150K,GOLD,Active,No Complaint,3,Stayed
France,Female,18-30,0–50K,SILVER,Active,No Complaint,2,Stayed
Spain,Female,31-40,100K–150K,DIAMOND,Inactive,No Complaint,4,Stayed
France,Male,18-30,100K–150K,GOLD,Active,No Complaint,3,Stayed
France,Female,41-50,0–50K,SILVER,Inactive,No Complaint,1,Stayed
France,Male,31-40,0–50K,DIAMOND,Active,No Complaint,4,Stayed
Spain,Male,31-40,0–50K,DIAMOND,Inactive,No Complaint,2,Stayed
Spain,Female,31-40,100K–150K,PLATINUM,Active,Complaint,5,Churned
Spain,Female,51-60,0–50K,PLATINUM,Active,No Complaint,4,Stayed
Germany,Female,18-30,50K–100K,PLATINUM,Inactive,No Complaint,3,Stayed
Germany,Female,51-60,100K–150K,SILVER,Inactive,Complaint,3,Churned
France,Female,51-60,100K–150K,DIAMOND,Inactive,Complaint,4,Churned
Spain,Male,51-60,150K+,PLATINUM,Inactive,Complaint,3,Churned
France,Male,41-50,0–50K,SILVER,Active,No Complaint,4,Stayed
France,Male,31-40,0–50K,PLATINUM,Inactive,No Complaint,1,Stayed
Spain,Female,41-50,150K+,PLATINUM,Inactive,Complaint,1,Churned
Germany,Female,31-40,100K–150K,SILVER,Active,Complaint,1,Churned
France,Male,31-40,100K–150K,DIAMOND,Inactive,No Complaint,1,Stayed
France,Female,31-40,100K–150K,SILVER,Active,No Complaint,1,Stayed
Spain,Male,31-40,50K–100K,GOLD,Inactive,No Complaint,5,Stayed
Spain,Female,18-30,150K+,PLATINUM,Active,No Complaint,2,Stayed
Germany,Female,41-50,100K–150K,DIAMOND,Inactive,No Complaint,1,Stayed
Spain,Male,41-50,0–50K,SILVER,Inactive,No Complaint,4,Stayed
Germany,Male,31-40,100K–150K,PLATINUM,Active,No Complaint,2,Stayed
Germany,Female,51-60,150K+,SILVER,Inactive,Complaint,5,Churned
Germany,Female,31-40,100K–150K,DIAMOND,Active,No Complaint,3,Stayed
France,Female,41-50,0–50K,SILVER,Active,Complaint,4,Churned
Spain,Female,18-30,100K–150K,PLATINUM,Active,No Complaint,4,Stayed
France,Female,60+,0–50K,GOLD,Active,No Complaint,5,Stayed
France,Male,18-30,0–50K,DIAMOND,Inactive,Complaint,4,Churned
France,Male,31-40,150K+,DIAMOND,Active,No Complaint,4,Stayed
France,Male,18-30,0–50K,GOLD,Active,No Complaint,5,Stayed
France,Male,51-60,0–50K,PLATINUM,Active,No Complaint,1,Stayed
France,Male,18-30,0–50K,GOLD,Inactive,No Complaint,3,Stayed
France,Male,31-40,0–50K,SILVER,Active,No Complaint,2,Stayed
Germany,Female,51-60,100K–150K,DIAMOND,Inactive,No Complaint,4,Stayed
France,Male,18-30,100K–150K,DIAMOND,Inactive,No Complaint,2,Stayed
France,Female,18-30,0–50K,PLATINUM,Inactive,No Complaint,1,Stayed
France,Female,60+,100K–150K,SILVER,Active,No Complaint,1,Stayed
Spain,Male,31-40,50K–100K,PLATINUM,Active,No Complaint,5,Stayed
Germany,Male,18-30,100K–150K,PLATINUM,Active,No Complaint,4,Stayed
Spain,Female,31-40,0–50K,SILVER,Inactive,Complaint,2,Churned
Spain,Male,31-40,150K+,DIAMOND,Inactive,No Complaint,2,Stayed
Germany,Female,60+,100K–150K,GOLD,Inactive,Complaint,5,Churned
Spain,Male,41-50,100K–150K,DIAMOND,Active,No Complaint,3,Stayed
Spain,Female,31-40,0–50K,SILVER,Active,No Complaint,1,Stayed
France,Male,31-40,100K–150K,DIAMOND,Inactive,No Complaint,5,Stayed
Spain,Female,31-40,150K+,PLATINUM,Active,No Complaint,5,Stayed
Germany,Female,51-60,100K–150K,PLATINUM,Active,No Complaint,1,Stayed
Germany,Male,31-40,100K–150K,SILVER,Active,No Complaint,1,Stayed
Spain,Female,41-50,100K–150K,GOLD,Active,No Complaint,3,Stayed
Spain,Male,31-40,100K–150K,PLATINUM,Inactive,No Complaint,2,Stayed
France,Male,18-30,100K–150K,GOLD,Active,No Complaint,5,Stayed
France,Male,41-50,50K–100K,SILVER,Inactive,No Complaint,2,Stayed
France,Male,41-50,0–50K,GOLD,Active,No Complaint,4,Stayed
Spain,Female,18-30,100K–150K,SILVER,Inactive,No Complaint,1,Stayed
France,Female,60+,0–50K,SILVER,Inactive,Complaint,4,Churned
Germany,Female,51-60,100K–150K,DIAMOND,Inactive,Complaint,5,Churned
Spain,Female,31-40,50K–100K,PLATINUM,Inactive,No Complaint,3,Stayed
Germany,Male,41-50,150K+,SILVER,Active,No Complaint,5,Stayed
France,Male,31-40,50K–100K,DIAMOND,Inactive,Complaint,3,Churned
Spain,Female,51-60,0–50K,SILVER,Inactive,No Complaint,4,Stayed
Spain,Female,31-40,0–50K,PLATINUM,Inactive,No Complaint,1,Stayed
France,Male,41-50,100K–150K,SILVER,Active,No Complaint,5,Stayed
France,Female,41-50,100K–150K,SILVER,Active,No Complaint,3,Stayed
France,Female,31-40,100K–150K,SILVER,Inactive,No Complaint,4,Stayed
Spain,Male,41-50,100K–150K,PLATINUM,Inactive,Complaint,5,Churned
France,Female,18-30,100K–150K,PLATINUM,Inactive,No Complaint,5,Stayed
France,Female,18-30,100K–150K,PLATINUM,Active,No Complaint,1,Stayed
Germany,Female,31-40,100K–150K,DIAMOND,Inactive,Complaint,1,Churned
France,Female,31-40,100K–150K,SILVER,Inactive,Complaint,2,Churned
France,Female,31-40,0–50K,SILVER,Inactive,Complaint,2,Churned
France,Female,18-30,0–50K,SILVER,Active,No Complaint,4,Stayed
France,Male,31-40,50K–100K,DIAMOND,Inactive,No Complaint,1,Stayed
France,Female,31-40,0–50K,SILVER,Inactive,No Complaint,3,Stayed
France,Male,31-40,0–50K,PLATINUM,Active,No Complaint,2,Stayed
France,Female,41-50,0–50K,PLATINUM,Active,No Complaint,5,Stayed
France,Male,51-60,0–50K,GOLD,Active,No Complaint,1,Stayed
France,Male,41-50,150K+,DIAMOND,Inactive,No Complaint,1,Stayed
Germany,Male,41-50,100K–150K,DIAMOND,Active,Complaint,5,Churned
Spain,Male,31-40,150K+,PLATINUM,Active,No Complaint,4,Stayed
Germany,Male,18-30,100K–150K,DIAMOND,Active,No Complaint,4,Stayed
Spain,Male,18-30,150K+,PLATINUM,Active,No Complaint,3,Stayed
Germany,Female,51-60,100K–150K,DIAMOND,Active,No Complaint,1,Stayed
France,Male,60+,100K–150K,GOLD,Active,No Complaint,3,Stayed
France,Female,18-30,0–50K,DIAMOND,Inactive,No Complaint,2,Stayed
Germany,Female,41-50,50K–100K,SILVER,Active,No Complaint,3,Stayed
Spain,Male,51-60,100K–150K,SILVER,Active,No Complaint,2,Stayed
France,Male,31-40,0–50K,DIAMOND,Active,No Complaint,1,Stayed
France,Male,41-50,0–50K,PLATINUM,Active,No Complaint,2,Stayed
France,Female,41-50,0–50K,PLATINUM,Active,No Complaint,1,Stayed
France,Male,31-40,0–50K,DIAMOND,Active,No Complaint,2,Stayed
France,Female,31-40,100K–150K,PLATINUM,Active,No Complaint,2,Stayed
France,Male,18-30,0–50K,DIAMOND,Active,No Complaint,1,Stayed
Spain,Male,41-50,100K–150K,SILVER,Active,No Complaint,3,Stayed
France,Female,41-50,150K+,PLATINUM,Active,No Complaint,5,Stayed
Germany,Female,41-50,100K–150K,PLATINUM,Inactive,No Complaint,2,Stayed
France,Male,41-50,0–50K,GOLD,Active,No Complaint,3,Stayed
France,Male,18-30,0–50K,SILVER,Inactive,No Complaint,5,Stayed
Spain,Female,31-40,100K–150K,PLATINUM,Active,No Complaint,2,Stayed
Spain,Male,31-40,0–50K,PLATINUM,Active,No Complaint,2,Stayed
France,Female,31-40,0–50K,SILVER,Active,No Complaint,1,Stayed
Spain,Female,31-40,50K–100K,PLATINUM,Inactive,No Complaint,5,Stayed
Germany,Male,41-50,100K–150K,SILVER,Active,Complaint,3,Churned
Spain,Female,60+,0–50K,DIAMOND,Active,No Complaint,3,Stayed
Spain,Female,31-40,0–50K,SILVER,Inactive,No Complaint,4,Stayed
France,Male,51-60,50K–100K,GOLD,Active,No Complaint,5,Stayed
Spain,Male,51-60,100K–150K,GOLD,Active,No Complaint,2,Stayed
Germany,Female,41-50,100K–150K,SILVER,Active,No Complaint,3,Stayed
Germany,Female,31-40,100K–150K,DIAMOND,Inactive,No Complaint,3,Stayed
France,Male,18-30,100K–150K,SILVER,Inactive,No Complaint,5,Stayed
Spain,Male,41-50,150K+,PLATINUM,Inactive,Complaint,1,Churned
France,Female,31-40,100K–150K,PLATINUM,Active,No Complaint,5,Stayed
Germany,Female,41-50,100K–150K,DIAMOND,Inactive,Complaint,5,Churned
